par chr ind mid sexind
M 5 634 144538595.5 634M
F 6 634 135176821 634F
M 6 634 39458855.5 634M
M 6 634 126528760 634M
M 6 634 167072187.5 634M
F 7 634 157876228 634F
M 7 634 36604035.5 634M
M 7 634 114066224 634M
F 8 634 6461323.5 634F
F 8 634 66189804 634F
M 8 634 37850080 634M
M 8 634 81540513.5 634M
M 8 634 115121908 634M
F 9 634 81616451.5 634F
M 9 634 37479696.5 634M
M 9 634 135201962 634M
F 10 634 71053402 634F
F 10 634 108822864 634F
M 10 634 44182883.5 634M
M 10 634 119529080 634M
F 11 634 19762693 634F
F 11 634 132279791.5 634F
M 11 634 63648249.5 634M
M 11 634 107531447 634M
F 13 634 109753573 634F
M 13 634 21523286.5 634M
M 13 634 71117647.5 634M
M 13 634 104195929.5 634M
F 14 634 29558576 634F
M 14 634 100518670 634M
F 15 634 97909470 634F
M 15 634 93444603.5 634M
M 16 634 27012696 634M
M 16 634 81813311.5 634M
M 16 634 83555589 634M
F 17 634 26574614.5 634F
M 17 634 14577930.5 634M
M 17 634 75025391 634M
M 18 634 5842607.5 634M
M 18 634 27830792.5 634M
M 18 634 57035681.5 634M
F 19 634 6539062 634F
M 19 634 54908227 634M
F 20 634 2268835.5 634F
F 20 634 59302651 634F
M 20 634 60676633 634M
F 22 634 26002243 634F
M 22 634 16111159 634M
M 22 634 35823132 634M
F 1 635 53456745.5 635F
F 1 635 99620765.5 635F
M 1 635 158894240 635M
M 1 635 212923995.5 635M
F 2 635 59310163.5 635F
M 2 635 45964850.5 635M
M 2 635 95291572 635M
M 2 635 208075038 635M
M 2 635 237421724 635M
F 3 635 448837.5 635F
F 3 635 181972256.5 635F
M 3 635 9551570 635M
M 3 635 82175019.5 635M
M 3 635 106991264 635M
M 3 635 177379958 635M
F 4 635 3216303 635F
F 4 635 61783852.5 635F
M 4 635 89712908.5 635M
F 5 635 34743004 635F
F 5 635 157528450 635F
M 5 635 56910215 635M
M 5 635 170985164.5 635M
F 6 635 13917907 635F
F 6 635 127705498.5 635F
M 6 635 7416606.5 635M
M 6 635 50223794.5 635M
M 6 635 90181875 635M
F 7 635 45846500 635F
M 7 635 111372965 635M
F 8 635 136383293 635F
M 8 635 25112033 635M
M 8 635 53046000 635M
M 8 635 107513787.5 635M
M 9 635 4878279.5 635M
M 9 635 77947601.5 635M
M 9 635 137305425 635M
F 10 635 19836174.5 635F
F 10 635 110304812 635F
M 10 635 17592105 635M
M 10 635 85017391.5 635M
M 10 635 130679007 635M
F 11 635 120930759.5 635F
F 12 635 61345343.5 635F
F 12 635 127205337.5 635F
M 12 635 74412781.5 635M
M 12 635 112743868 635M
F 13 635 30067825 635F
M 14 635 62241112 635M
M 14 635 94302221 635M
F 15 635 99470428 635F
M 15 635 70842113.5 635M
M 15 635 91227780.5 635M
F 16 635 12711395 635F
F 17 635 67932828.5 635F
M 17 635 6030663.5 635M
M 18 635 14220929.5 635M
M 18 635 57262428.5 635M
F 19 635 2590164.5 635F
M 19 635 45279348.5 635M
F 20 635 12261822 635F
F 20 635 60793606.5 635F
M 20 635 15357406 635M
M 20 635 55461646 635M
F 21 635 45940644.5 635F
M 22 635 22568396 635M
M 22 635 46615868.5 635M
F 1 636 30586342.5 636F
F 1 636 101028477 636F
F 1 636 228501431.5 636F
M 1 636 4129662.5 636M
M 1 636 131937114 636M
M 1 636 174738313.5 636M
M 1 636 230838648 636M
F 2 636 199663923 636F
M 2 636 20449098 636M
M 2 636 35714327.5 636M
M 2 636 52991954 636M
M 2 636 192483189 636M
M 2 636 215742385.5 636M
F 3 636 7129222 636F
F 3 636 55713424.5 636F
F 3 636 166017908.5 636F
M 3 636 73702596.5 636M
M 3 636 195179816.5 636M
F 4 636 31465668 636F
M 4 636 6257445 636M
M 4 636 97082270 636M
F 5 636 178951401.5 636F
M 5 636 10584705 636M
M 5 636 35447900 636M
M 5 636 141378776 636M
M 5 636 173056449 636M
F 6 636 36418893 636F
M 6 636 4993259 636M
M 6 636 43902123 636M
M 6 636 87976571.5 636M
F 7 636 152157161 636F
M 7 636 19261820.5 636M
M 8 636 72396097 636M
M 8 636 119261031.5 636M
M 9 636 4421693 636M
M 9 636 52512230.5 636M
M 9 636 121344917 636M
M 10 636 95139078.5 636M
F 11 636 310990 636F
F 11 636 87379390 636F
M 11 636 69035410 636M
F 12 636 127954643.5 636F
M 12 636 12950302.5 636M
M 12 636 95886862 636M
M 12 636 117133680 636M
F 13 636 25419562.5 636F
M 13 636 22490455.5 636M
M 13 636 39914571 636M
F 14 636 45960182 636F
M 14 636 68336782 636M
M 14 636 96145491 636M
F 15 636 31797817 636F
F 15 636 99067187 636F
M 15 636 94305419 636M
F 16 636 83272243 636F
M 16 636 50632755.5 636M
M 16 636 78202662.5 636M
F 18 636 49315270.5 636F
M 18 636 25432765.5 636M
M 18 636 47785392.5 636M
F 19 636 51929246.5 636F
M 19 636 55707044 636M
F 20 636 769346.5 636F
F 20 636 47693211 636F
M 20 636 4552514.5 636M
M 20 636 40543242.5 636M
M 21 636 21027639.5 636M
F 22 636 26340579 636F
M 22 636 25848405 636M
F 1 637 54536681.5 637F
F 1 637 158928957.5 637F
F 1 637 216299690 637F
M 1 637 91755727.5 637M
F 2 637 2546135 637F
F 2 637 65587673.5 637F
F 2 637 148076556.5 637F
M 2 637 60072789.5 637M
M 2 637 227729101 637M
M 3 637 7402372 637M
M 3 637 132743756.5 637M
F 4 637 190734195.5 637F
F 5 637 32526184 637F
M 5 637 30661363.5 637M
M 5 637 77142450 637M
M 5 637 109253672 637M
M 5 637 164861070 637M
F 6 637 170401570 637F
M 6 637 22455969 637M
M 6 637 125746787 637M
F 7 637 4852426 637F
M 7 637 7969997 637M
M 7 637 127747082.5 637M
M 8 637 65617364.5 637M
F 9 637 1023318.5 637F
F 9 637 77892136 637F
F 9 637 139404188.5 637F
M 9 637 19143290 637M
M 9 637 82512666 637M
F 10 637 2633915.5 637F
F 10 637 76330296 637F
F 10 637 114120719.5 637F
M 10 637 20679621 637M
M 10 637 92755190 637M
M 10 637 117718512 637M
F 11 637 6495799.5 637F
F 11 637 80247380 637F
F 12 637 2579930.5 637F
F 12 637 71732977 637F
F 12 637 126293015 637F
M 12 637 106231414.5 637M
F 13 637 25457552 637F
F 13 637 108264791 637F
F 14 637 28058279 637F
M 15 637 67852355.5 637M
M 15 637 91623918 637M
F 16 637 7648587 637F
M 16 637 21045519.5 637M
M 17 637 14245361 637M
M 18 637 39707796 637M
M 18 637 68748999.5 637M
F 19 637 5391193.5 637F
F 19 637 56693789.5 637F
M 19 637 10124694 637M
F 1 638 15415853.5 638F
F 1 638 237355482 638F
M 1 638 18499054.5 638M
M 1 638 44163901.5 638M
M 1 638 147280404.5 638M
M 1 638 194302219.5 638M
M 1 638 232462224 638M
F 2 638 7626084.5 638F
M 2 638 23391565.5 638M
M 2 638 60608664.5 638M
M 2 638 168015504 638M
M 2 638 233843439 638M
F 3 638 70782289 638F
F 3 638 192311366 638F
M 3 638 124812182 638M
F 4 638 140832603.5 638F
F 4 638 187133342 638F
M 4 638 70186843 638M
M 4 638 126189116 638M
M 4 638 180392242 638M
M 5 638 16513904 638M
M 5 638 73938211.5 638M
M 5 638 126127594.5 638M
M 5 638 166904379.5 638M
F 6 638 5898563.5 638F
M 6 638 34322543 638M
F 7 638 92479962.5 638F
F 7 638 149080698.5 638F
M 7 638 1216219 638M
M 7 638 43279954.5 638M
F 8 638 116352213.5 638F
F 9 638 17602233 638F
M 9 638 125799931.5 638M
F 10 638 1609035.5 638F
F 10 638 133533705 638F
M 10 638 112569240.5 638M
F 11 638 21787495 638F
F 11 638 83241110 638F
F 11 638 134341680.5 638F
M 11 638 80400321 638M
M 11 638 112604523.5 638M
F 12 638 4880016.5 638F
F 12 638 127866654 638F
M 12 638 11995499 638M
M 12 638 93440266.5 638M
F 13 638 111863686 638F
F 14 638 89496068.5 638F
M 14 638 23228440 638M
F 15 638 53866980.5 638F
F 15 638 93003438.5 638F
M 15 638 36666221.5 638M
M 15 638 95321656.5 638M
M 16 638 77483872.5 638M
F 17 638 14262097 638F
F 17 638 76604757.5 638F
M 17 638 3941974 638M
M 17 638 13520339.5 638M
M 17 638 62803814 638M
F 18 638 6594538.5 638F
F 18 638 68037875.5 638F
M 19 638 11767393.5 638M
M 21 638 21294102.5 638M
M 21 638 40826394 638M
F 22 638 43833326 638F
F 1 639 25528022 639F
F 1 639 162794531.5 639F
F 1 639 242753924.5 639F
M 1 639 18483516 639M
M 1 639 190686810.5 639M
F 2 639 2067500 639F
M 2 639 7239418 639M
M 2 639 76595714.5 639M
M 2 639 140667364.5 639M
M 2 639 212728523 639M
F 3 639 115883538 639F
F 3 639 195376044 639F
M 3 639 69256305 639M
M 3 639 77182683 639M
M 3 639 178414447.5 639M
F 4 639 149576786 639F
M 4 639 28741794 639M
M 4 639 169827410 639M
F 5 639 165107550.5 639F
M 5 639 14081041 639M
M 5 639 88954117.5 639M
M 5 639 115199657 639M
M 5 639 125819530 639M
M 5 639 143178823.5 639M
M 5 639 158448313 639M
M 5 639 171977410 639M
F 6 639 104786807.5 639F
M 6 639 52847084.5 639M
M 6 639 130099530.5 639M
M 6 639 151282697 639M
F 7 639 13755916.5 639F
F 7 639 110711063 639F
M 7 639 6982276 639M
M 7 639 78689990 639M
F 8 639 4566886 639F
F 8 639 137582052 639F
M 8 639 62484511.5 639M
M 8 639 104477760 639M
M 8 639 126227487.5 639M
F 9 639 137496952.5 639F
M 9 639 21650306 639M
M 9 639 134905081.5 639M
F 10 639 8171692 639F
F 10 639 131661500 639F
M 10 639 24637357 639M
M 10 639 60238340.5 639M
F 11 639 4501875 639F
F 11 639 98378141 639F
M 11 639 129932927.5 639M
F 12 639 106334338.5 639F
M 12 639 126717438.5 639M
F 13 639 106818972 639F
M 13 639 105523749 639M
M 14 639 26901690 639M
M 14 639 71990094.5 639M
M 14 639 92138429 639M
M 15 639 25484401.5 639M
M 15 639 91078910.5 639M
F 16 639 21331150 639F
M 16 639 5696596 639M
M 16 639 21312224 639M
F 17 639 4404554.5 639F
M 17 639 68911018 639M
F 18 639 74157578 639F
M 18 639 20195594 639M
M 18 639 36761475.5 639M
F 19 639 58815955 639F
M 19 639 15919587 639M
M 19 639 36158769.5 639M
F 20 639 50195862 639F
M 20 639 6921962 639M
M 20 639 38803141.5 639M
F 22 639 48179841.5 639F
M 22 639 21378964 639M
F 1 640 201958067 640F
M 1 640 68487369 640M
M 1 640 131908472.5 640M
M 1 640 204732756.5 640M
M 1 640 231086290 640M
F 2 640 29282561 640F
F 2 640 115480253 640F
M 2 640 12994535.5 640M
M 2 640 120920738 640M
M 2 640 177042175.5 640M
M 2 640 207623418 640M
M 2 640 235718939.5 640M
F 3 640 7587473.5 640F
M 3 640 20084864.5 640M
M 3 640 38499693 640M
M 3 640 152000641.5 640M
F 4 640 84335380.5 640F
M 4 640 41331379 640M
M 4 640 154654965.5 640M
M 4 640 188116421.5 640M
F 5 640 2678176 640F
F 5 640 180211315.5 640F
M 5 640 17443837 640M
M 5 640 80383338.5 640M
F 6 640 15199026 640F
F 6 640 165844817.5 640F
M 6 640 53973803 640M
M 6 640 91194273 640M
M 6 640 134979356 640M
M 6 640 166862780 640M
F 7 640 12601915 640F
M 7 640 5828405 640M
M 7 640 48179105 640M
M 7 640 101165472 640M
M 7 640 131715908.5 640M
F 8 640 21089560.5 640F
F 8 640 96968412.5 640F
M 8 640 2028746.5 640M
F 9 640 21644195 640F
M 9 640 80170514.5 640M
M 10 640 29341786.5 640M
M 10 640 80751939.5 640M
F 11 640 21341676 640F
F 11 640 131355436 640F
M 11 640 44059717.5 640M
M 11 640 95234663.5 640M
M 11 640 120977563.5 640M
F 12 640 3550012 640F
F 12 640 62554100.5 640F
F 12 640 127979933 640F
M 12 640 26182066 640M
F 13 640 30329307.5 640F
F 13 640 113496988.5 640F
M 13 640 109498917 640M
F 14 640 91580237 640F
M 14 640 57877079 640M
M 14 640 90024336.5 640M
F 15 640 29182905.5 640F
M 15 640 68422724 640M
M 15 640 72338564 640M
M 15 640 94325223 640M
F 16 640 86477200.5 640F
M 16 640 50100644.5 640M
M 16 640 78179976 640M
F 17 640 944604.5 640F
M 18 640 20056623.5 640M
F 19 640 3242814 640F
F 20 640 35184218 640F
M 20 640 40638417 640M
F 22 640 18274518.5 640F
F 22 640 45120181 640F
F 1 641 70332359 641F
M 1 641 24993115.5 641M
M 1 641 163755344 641M
M 1 641 201770737.5 641M
M 1 641 235239148 641M
F 2 641 2153617.5 641F
F 2 641 35389285 641F
F 2 641 143584016 641F
F 2 641 221900733.5 641F
M 2 641 21695150.5 641M
M 2 641 173996224 641M
M 2 641 208092551.5 641M
M 2 641 229651299 641M
F 3 641 181963505 641F
M 3 641 11165134.5 641M
M 3 641 52565539 641M
M 3 641 86311445.5 641M
F 4 641 35245342.5 641F
F 4 641 189427012 641F
M 4 641 117973587 641M
F 5 641 4530964 641F
F 5 641 178135586 641F
M 5 641 8932507.5 641M
M 5 641 37881859 641M
M 5 641 173144901.5 641M
F 6 641 6206234 641F
F 6 641 167800372.5 641F
M 6 641 21324418 641M
M 6 641 108350254.5 641M
M 6 641 160521516.5 641M
F 7 641 151268216.5 641F
M 7 641 8106270 641M
M 7 641 14053242 641M
F 8 641 30967135.5 641F
F 8 641 108050007.5 641F
M 8 641 30128385 641M
M 8 641 72874608.5 641M
M 8 641 136215474.5 641M
F 9 641 5596249.5 641F
F 9 641 135726260.5 641F
M 9 641 22144463.5 641M
M 9 641 99459573 641M
M 10 641 112449122.5 641M
F 11 641 4273229.5 641F
M 11 641 23478849 641M
M 11 641 118661900 641M
M 12 641 53254291.5 641M
M 12 641 98355319.5 641M
M 12 641 116976816.5 641M
M 13 641 50495858.5 641M
F 14 641 25791676 641F
F 14 641 56762251 641F
M 14 641 22498126.5 641M
M 14 641 46538388.5 641M
M 15 641 34288599 641M
M 15 641 48475686 641M
M 15 641 78596562 641M
F 16 641 47731270 641F
F 16 641 82838016.5 641F
M 17 641 9237932.5 641M
M 18 641 31149837 641M
M 18 641 66090746.5 641M
F 19 641 2915928.5 641F
F 19 641 53125549 641F
M 19 641 9066737.5 641M
F 20 641 2895437 641F
F 20 641 50993722.5 641F
F 1 642 4091003 642F
F 1 642 173343976.5 642F
M 1 642 7281679 642M
F 2 642 235362757.5 642F
M 2 642 10934355 642M
F 3 642 187402019 642F
M 3 642 28934023.5 642M
M 3 642 55287825 642M
M 3 642 141299975.5 642M
F 4 642 3560466.5 642F
M 4 642 54695362.5 642M
M 4 642 183193296.5 642M
F 5 642 143590104.5 642F
M 5 642 28836338.5 642M
M 5 642 74229339 642M
M 5 642 113254144.5 642M
M 5 642 148793484 642M
M 6 642 107778790.5 642M
F 7 642 35333890 642F
F 7 642 152174105.5 642F
M 7 642 19316189 642M
M 7 642 41412901 642M
M 7 642 106253910.5 642M
M 8 642 6695628 642M
F 9 642 8884325.5 642F
M 9 642 19166720.5 642M
M 9 642 120807273 642M
F 10 642 4972785.5 642F
M 10 642 18584718.5 642M
M 10 642 44084802.5 642M
M 10 642 80528157.5 642M
M 10 642 125965073.5 642M
F 11 642 132669572 642F
M 11 642 43551728.5 642M
M 11 642 60956862.5 642M
F 12 642 1645758 642F
F 12 642 112474409 642F
M 12 642 100458200 642M
F 13 642 42679126 642F
F 13 642 110362073 642F
M 13 642 35360740 642M
F 14 642 36496793.5 642F
F 14 642 75058119.5 642F
M 14 642 50414556.5 642M
M 14 642 94021585.5 642M
F 15 642 22990071 642F
M 16 642 54082075.5 642M
M 17 642 9043614.5 642M
F 18 642 5362079 642F
M 18 642 25698948.5 642M
M 18 642 65634161 642M
F 19 642 15908941 642F
F 19 642 60058053.5 642F
M 19 642 6742897 642M
F 20 642 55650969 642F
M 21 642 20940586.5 642M
F 22 642 18092233.5 642F
M 22 642 16144857 642M
F 1 643 3373176.5 643F
F 1 643 46809614.5 643F
F 1 643 196361289.5 643F
F 1 643 231823604.5 643F
M 1 643 26163958.5 643M
M 1 643 119769053 643M
M 1 643 169754660.5 643M
M 1 643 238910619 643M
F 2 643 143624647 643F
F 2 643 213524331 643F
M 2 643 166244416.5 643M
M 2 643 212061688.5 643M
F 3 643 6939996.5 643F
F 3 643 198095350.5 643F
M 3 643 118248119.5 643M
M 3 643 179265072 643M
F 4 643 74939008.5 643F
F 4 643 178252401 643F
M 4 643 158199200.5 643M
M 4 643 177704518 643M
F 5 643 3805160 643F
F 5 643 76858663 643F
M 5 643 54231103 643M
M 5 643 156211616 643M
M 5 643 173543390.5 643M
F 6 643 170064115 643F
M 6 643 132533161.5 643M
M 6 643 167496671 643M
F 7 643 543017.5 643F
F 7 643 155418982.5 643F
F 8 643 8260603.5 643F
F 8 643 41916929 643F
M 8 643 29344785 643M
M 8 643 55236593.5 643M
M 8 643 87103374 643M
M 8 643 127580525.5 643M
F 9 643 1311758 643F
M 9 643 27897202.5 643M
M 9 643 90802672.5 643M
F 10 643 77532908.5 643F
M 10 643 7646889 643M
M 10 643 127335309.5 643M
M 11 643 12433871.5 643M
M 11 643 43915944 643M
M 11 643 79477913.5 643M
M 11 643 125958276.5 643M
F 12 643 114007079.5 643F
M 12 643 10329881 643M
M 12 643 44557626 643M
M 12 643 64704424 643M
F 13 643 99334178 643F
M 13 643 59827039.5 643M
M 13 643 74870325.5 643M
F 14 643 32561944.5 643F
M 14 643 79815808 643M
F 15 643 33738046.5 643F
F 15 643 99431922.5 643F
M 15 643 93650057 643M
F 16 643 8393558 643F
F 16 643 64536345.5 643F
M 16 643 52989441.5 643M
M 16 643 78446817.5 643M
F 17 643 6575161.5 643F
M 17 643 15247186 643M
M 17 643 62891526.5 643M
F 18 643 25655266.5 643F
M 18 643 10272284 643M
M 18 643 14772784 643M
M 18 643 30034932.5 643M
M 18 643 54283564.5 643M
F 19 643 63234955.5 643F
M 19 643 51789886 643M
M 20 643 17810663.5 643M
M 20 643 54798846.5 643M
M 21 643 35128753.5 643M
F 22 643 47131510 643F
M 22 643 23400768.5 643M
F 1 644 35797316.5 644F
F 1 644 175972088.5 644F
M 1 644 78649484.5 644M
M 1 644 155767043.5 644M
M 1 644 203725404.5 644M
F 2 644 230412079.5 644F
F 3 644 187348515 644F
M 3 644 33045750.5 644M
F 4 644 188103102.5 644F
M 4 644 30196604 644M
M 4 644 75000633.5 644M
M 4 644 153993268 644M
M 4 644 174721238.5 644M
F 5 644 66265313 644F
M 5 644 5000761.5 644M
M 5 644 31929470 644M
M 5 644 103689058 644M
M 5 644 145187538.5 644M
M 5 644 164840460.5 644M
M 5 644 175047779.5 644M
F 6 644 13530199.5 644F
M 6 644 19447740.5 644M
M 6 644 37849551 644M
M 6 644 83413404.5 644M
M 6 644 148179337.5 644M
F 7 644 37397725 644F
F 7 644 152922296 644F
M 7 644 16758400 644M
M 7 644 76200955.5 644M
F 8 644 27539933 644F
M 8 644 23241384.5 644M
M 8 644 123785367.5 644M
M 9 644 15095762.5 644M
F 10 644 28369152.5 644F
F 10 644 99586797.5 644F
M 10 644 73193056 644M
M 11 644 25868778 644M
F 12 644 13742824 644F
F 12 644 58980602 644F
F 12 644 127415962.5 644F
M 12 644 63416321 644M
M 12 644 103194233.5 644M
M 12 644 130413110.5 644M
F 13 644 73362113 644F
M 13 644 28140182 644M
F 14 644 20636256.5 644F
M 14 644 19807034 644M
M 14 644 56031733 644M
F 15 644 93137521.5 644F
M 15 644 88208026 644M
F 16 644 5257502.5 644F
M 16 644 71663067.5 644M
M 17 644 19581563 644M
M 17 644 53997235.5 644M
M 18 644 44417755.5 644M
F 19 644 5791256.5 644F
F 19 644 56188022.5 644F
M 19 644 18966002.5 644M
F 22 644 43833326 644F
M 22 644 37723407 644M
F 1 645 15795452.5 645F
F 1 645 164105163.5 645F
F 1 645 230705808 645F
M 1 645 12127558.5 645M
M 1 645 18958637 645M
M 1 645 238269182 645M
F 2 645 4271184.5 645F
F 2 645 66499989 645F
F 2 645 154932036 645F
M 2 645 37837021.5 645M
F 3 645 21888638 645F
F 3 645 114813550 645F
F 3 645 159165572.5 645F
M 3 645 2767295.5 645M
M 3 645 54474189.5 645M
M 3 645 124273036 645M
F 4 645 12698957.5 645F
F 4 645 89024163.5 645F
F 4 645 189381932.5 645F
F 5 645 125828216 645F
M 5 645 34036660 645M
F 6 645 22127952.5 645F
F 6 645 40521946 645F
M 6 645 44571607.5 645M
M 7 645 43205655.5 645M
M 7 645 70622599.5 645M
M 7 645 140766832.5 645M
F 8 645 22969184 645F
F 8 645 93579188.5 645F
F 8 645 145437656.5 645F
M 8 645 106412876 645M
M 8 645 136041080 645M
M 10 645 34301262.5 645M
M 10 645 88645078.5 645M
M 10 645 112360170 645M
F 11 645 30513967.5 645F
F 11 645 120869589 645F
M 11 645 94432276.5 645M
F 12 645 78598618.5 645F
M 12 645 31034168.5 645M
M 12 645 94657171.5 645M
M 12 645 119346877 645M
M 13 645 27331565.5 645M
M 13 645 52401596.5 645M
F 14 645 75119897 645F
M 14 645 91845564.5 645M
F 15 645 38380249.5 645F
F 16 645 77541815 645F
M 17 645 29865282.5 645M
M 17 645 68561200.5 645M
F 18 645 8246640 645F
F 18 645 60521661.5 645F
M 18 645 14445036.5 645M
M 18 645 52871402 645M
F 19 645 60045822.5 645F
M 19 645 17298398 645M
F 20 645 5533059.5 645F
M 20 645 18915325 645M
M 20 645 41774014.5 645M
M 20 645 55707905.5 645M
F 22 645 43148161 645F
F 1 646 48953214.5 646F
F 1 646 114466416.5 646F
F 1 646 201603477.5 646F
F 1 646 246529799 646F
M 1 646 61388116.5 646M
M 1 646 206007323 646M
F 2 646 395330 646F
F 2 646 121478403 646F
M 2 646 55286303 646M
M 2 646 172231702.5 646M
F 3 646 907938.5 646F
F 3 646 110957984.5 646F
F 3 646 194954084.5 646F
M 3 646 13246453 646M
M 3 646 64306811.5 646M
M 3 646 119114484.5 646M
M 3 646 141207457.5 646M
F 4 646 1859032 646F
F 4 646 166089843.5 646F
M 4 646 7467747.5 646M
F 5 646 132070952.5 646F
M 5 646 62763342 646M
M 5 646 148649891 646M
F 6 646 39475327 646F
F 6 646 139082169.5 646F
M 6 646 92191015.5 646M
M 6 646 132683542.5 646M
M 7 646 9107750.5 646M
M 7 646 33546961 646M
M 7 646 54941924.5 646M
M 7 646 68327081 646M
M 7 646 105096682.5 646M
M 7 646 137794588.5 646M
M 8 646 55499394 646M
M 9 646 77248936.5 646M
F 10 646 28207316 646F
F 10 646 85768557.5 646F
F 10 646 128107559.5 646F
M 10 646 36475591 646M
M 10 646 54462901.5 646M
M 10 646 131673231 646M
F 11 646 16034212 646F
F 11 646 69458786 646F
F 11 646 124260108.5 646F
M 11 646 44570852.5 646M
M 11 646 125782861.5 646M
F 12 646 11962490.5 646F
F 12 646 118265404 646F
M 12 646 127865318.5 646M
F 13 646 100481415.5 646F
M 13 646 26451089 646M
F 14 646 100974308.5 646F
M 14 646 49602385.5 646M
F 15 646 24062294.5 646F
M 15 646 58658256.5 646M
F 16 646 5276712 646F
F 16 646 81784327 646F
M 16 646 17413067 646M
M 16 646 53840743.5 646M
M 16 646 78051878.5 646M
F 17 646 2811810 646F
F 17 646 45810423 646F
M 17 646 62229375 646M
F 18 646 64617812 646F
M 18 646 6922882.5 646M
M 18 646 20254913.5 646M
F 19 646 59488966.5 646F
M 19 646 33429103 646M
M 19 646 48671189 646M
F 20 646 24727095.5 646F
M 20 646 11986906.5 646M
M 20 646 30549955.5 646M
M 20 646 56906204 646M
F 21 646 42214804 646F
F 22 646 44609273 646F
M 22 646 18144411.5 646M
F 1 647 160263290.5 647F
M 1 647 88053716 647M
M 1 647 147006568.5 647M
M 2 647 75037086.5 647M
M 2 647 158706319 647M
M 2 647 216579334.5 647M
F 3 647 9260070.5 647F
M 3 647 25821940 647M
M 3 647 179261024 647M
F 4 647 38133411 647F
F 4 647 112207028 647F
M 4 647 39880590 647M
M 4 647 150808356 647M
F 5 647 31885864.5 647F
M 5 647 149775285 647M
F 6 647 88415536.5 647F
M 6 647 15430853 647M
M 6 647 133399322 647M
M 6 647 133957665 647M
M 7 647 33941301 647M
F 8 647 24515162.5 647F
F 8 647 121302743.5 647F
M 8 647 27883055 647M
M 8 647 97617738.5 647M
M 8 647 128460936 647M
F 9 647 2512777.5 647F
F 9 647 104886849 647F
F 9 647 120159410 647F
M 9 647 22243560.5 647M
F 10 647 2790746 647F
M 10 647 17495674.5 647M
M 10 647 102891257 647M
M 10 647 128402317.5 647M
F 11 647 78617532.5 647F
F 11 647 132275395 647F
M 12 647 126941384 647M
F 13 647 109122259 647F
M 13 647 39837972.5 647M
M 13 647 80647264 647M
F 14 647 64201619 647F
M 14 647 23499880 647M
M 14 647 91810028 647M
F 15 647 26583001 647F
F 15 647 98086952.5 647F
M 15 647 66728462 647M
F 16 647 13879757 647F
M 16 647 15862676 647M
M 16 647 74097184 647M
F 17 647 6205939.5 647F
F 17 647 73953692 647F
M 17 647 6240980 647M
M 17 647 50632550.5 647M
F 18 647 5145960.5 647F
F 18 647 72306436.5 647F
M 18 647 59973493.5 647M
M 19 647 53411650.5 647M
F 20 647 5422480.5 647F
F 20 647 38181193.5 647F
M 20 647 13204474 647M
F 21 647 32585707 647F
F 22 647 24005255 647F
M 22 647 36815260 647M
F 1 648 99419263.5 648F
F 1 648 204436393.5 648F
F 1 648 234904002.5 648F
M 1 648 40595058.5 648M
M 1 648 229033236.5 648M
F 2 648 216908838 648F
F 2 648 242193564.5 648F
M 2 648 3028608.5 648M
M 2 648 73707717.5 648M
F 3 648 76177309.5 648F
M 3 648 31820548.5 648M
M 3 648 63285920 648M
M 3 648 195495128 648M
F 4 648 186120751 648F
M 4 648 7583865.5 648M
F 5 648 121559840 648F
M 5 648 2312151.5 648M
M 5 648 173128179 648M
F 6 648 165829928 648F
M 6 648 148835599.5 648M
M 7 648 51649919 648M
M 7 648 105781485.5 648M
F 8 648 60036258.5 648F
F 9 648 25079110.5 648F
M 9 648 114885423.5 648M
M 9 648 137494850 648M
F 10 648 7486970 648F
M 10 648 3026237.5 648M
M 10 648 18055449.5 648M
M 10 648 61129406 648M
M 10 648 72627844.5 648M
F 11 648 15212430.5 648F
F 11 648 97593650 648F
F 11 648 133778621 648F
F 12 648 5271408.5 648F
F 12 648 70078073 648F
M 12 648 67314691 648M
M 12 648 103420345.5 648M
F 13 648 47093252.5 648F
M 13 648 31027362.5 648M
F 14 648 79079869 648F
M 14 648 20479017.5 648M
M 14 648 54641711 648M
F 15 648 85260001.5 648F
F 16 648 57795444 648F
M 16 648 10417242 648M
M 16 648 54258023.5 648M
M 16 648 77726109.5 648M
F 17 648 7318254 648F
F 17 648 75973581 648F
M 17 648 70094975 648M
F 18 648 10245820.5 648F
F 18 648 59840261.5 648F
M 18 648 9682281.5 648M
M 18 648 70346736.5 648M
M 19 648 3601859.5 648M
M 19 648 37546161 648M
M 20 648 40360994 648M
M 21 648 18502105 648M
M 21 648 42337922.5 648M
F 22 648 22943525 648F
F 22 648 45239176 648F
F 1 649 231420983 649F
M 1 649 15102426.5 649M
M 1 649 44696915.5 649M
M 1 649 97554618 649M
M 1 649 157167334.5 649M
M 1 649 217436041 649M
F 2 649 161840946.5 649F
M 2 649 100837203.5 649M
M 2 649 144287558.5 649M
F 3 649 152574956.5 649F
M 3 649 74415485.5 649M
M 3 649 124572381 649M
M 3 649 163068948 649M
M 3 649 184789420.5 649M
F 4 649 6292297.5 649F
F 4 649 78000986 649F
M 4 649 56667847.5 649M
M 4 649 75881355.5 649M
M 4 649 133350497 649M
M 4 649 155991604.5 649M
M 4 649 178907811 649M
F 5 649 8619879 649F
F 5 649 71499782.5 649F
F 5 649 148161053.5 649F
M 5 649 8932723.5 649M
M 5 649 85059658.5 649M
F 6 649 153943429.5 649F
